"hbq9-ahfm","https://data.austintexas.gov/stories/s/Number-of-City-supported-fresh-food-access-points-/4kkw-9wiu/"
"ahty-893q","https://data.austintexas.gov/stories/s/hjiv-t2tm"
"drzi-6q5b","https://data.austintexas.gov/stories/s/2ejn-hrh2"
"7dcw-ek84","https://data.austintexas.gov/stories/s/xtip-he7k"
"wk5v-5fz7","https://data.austintexas.gov/stories/s/b8iy-icp8"
"8pxr-59vn","https://data.austintexas.gov/stories/s/wib6-2kw7"
"3qxy-snm4","https://data.austintexas.gov/stories/s/h55f-85nb/"
"gxvb-z9k3","https://data.austintexas.gov/stories/s/Number-of-Permanent-Supportive-Housing-PSH-units-d/m9he-qnv2/"
"9v3j-yjht","https://data.austintexas.gov/stories/s/cutp-y8m4"
"6ar9-p79t","https://data.austintexas.gov/stories/s/hm3r-8jfy"
"2im8-6f99","https://data.austintexas.gov/stories/s/M-A-2-a-Transit-Travel-Time-Reliability-percent-ch/ktzy-fxx3/"
"svjx-z6ki","https://data.austintexas.gov/stories/s/m5qg-vzb9/"
"m69q-44sp","https://data.austintexas.gov/stories/s/39pk-y8ma"
"nsyf-xnht","https://data.austintexas.gov/stories/s/2nus-e2iu/"
"n2iu-jwds","https://data.austintexas.gov/stories/s/Change-in-average-MetroBus-travel-speed/xxgc-8j6n/"
"8xkk-d4vd","https://data.austintexas.gov/stories/s/M-A-5-b-Percent-change-in-average-vehicle-travel-t/9f4v-kau2/"
"fzr9-3ui6","https://data.austintexas.gov/stories/s/tf85-sfat"
"ikge-hrbz","https://data.austintexas.gov/stories/s/26rp-vy2b"
"86i7-fjrw","https://data.austintexas.gov/stories/s/v2qm-a67r"
"e524-sxyt","https://data.austintexas.gov/stories/s/pf5d-e2x4"
"my4u-gtqy","https://data.austintexas.gov/stories/s/yejj-ryqx"
"5i6y-ut4t","https://data.austintexas.gov/stories/s/6ywm-cejy"
"8x2s-4mus","https://data.austintexas.gov/stories/s/rine-sac9"
"rz4z-6yum","https://data.austintexas.gov/stories/s/i7kr-sc6e"
"mm7j-57jc","https://data.austintexas.gov/stories/s/e458-a9pt"
"w5tv-9ide","https://data.austintexas.gov/stories/s/Percentage-of-permitted-new-commercial-square-foot/svxb-gk5m/"
"xabj-4qct","https://data.austintexas.gov/stories/s/p2hz-spmf"
"p3t8-4eip","https://data.austintexas.gov/stories/s/M-C-3-Percentage-of-population-that-has-access-to-/3agy-grwi/"
"k8ck-rcv7","https://data.austintexas.gov/stories/s/t3ve-rx4s"
"sxt8-stwi","https://data.austintexas.gov/stories/s/M-C-5-Percentage-of-participants-in-mobility-publi/pfnb-5uev/"
"se42-jtbn","https://data.austintexas.gov/stories/s/Percentage-of-Missing-Sidewalk-Network-Completed/ffkw-wkiv/"
"iyvu-3zp2","https://data.austintexas.gov/stories/s/fq5y-4ukw/"
"ijfm-y737","https://data.austintexas.gov/stories/s/8nmp-gdjr"
"4i39-45ik","https://data.austintexas.gov/stories/s/a5fa-t7pt"
"kud7-ng59","https://data.austintexas.gov/stories/s/9ssh-bavk"
"7ge8-c5fy","https://data.austintexas.gov/stories/s/i39b-qmzk"
"spuc-9ifd","https://data.austintexas.gov/stories/s/kzsj-wd2x"
"jg3z-wbmx","https://data.austintexas.gov/stories/s/M-D-5-Number-and-percentage-of-customer-service-re/7bpq-nym3/"
"as6n-s2hz","https://data.austintexas.gov/stories/s/ba2f-gge2"
"93we-ufk3","https://data.austintexas.gov/stories/s/iq8c-z5dc"
"9cf9-d35y","https://data.austintexas.gov/stories/s/rs7k-ptem"
"7ade-qa5v","https://data.austintexas.gov/stories/s/kara-xhcd"
"mzp5-wzuh","https://data.austintexas.gov/stories/s/ks42-2pg8"
"tg9p-r3fq","https://data.austintexas.gov/stories/s/kqvg-gud8"
"uhd8-zjvu","https://data.austintexas.gov/stories/s/M-E-6-Number-and-percent-of-customer-service-reque/4edc-yq5y/"
"nzp9-ga5r","https://data.austintexas.gov/stories/s/ajuu-uvjm"
"np46-4v5y","https://data.austintexas.gov/stories/s/jnng-iwzs"
"emgk-twy9","https://data.austintexas.gov/stories/s/ca5r-kdf5"
"548b-r4fa","https://data.austintexas.gov/stories/s/en8w-pzwk"
"dhav-be5n","https://data.austintexas.gov/stories/s/hvdf-7j4n"
"csxf-pmqw","https://data.austintexas.gov/stories/s/SA4-Mental-Behavioral-Health-Training/6mxm-hscu/"
"ubtm-88e9","https://data.austintexas.gov/stories/s/Number-and-percentage-of-emergency-responses-that-/bdcs-hxhi/"
"2zb8-2axn","https://data.austintexas.gov/stories/s/uwxu-e5zh"
"m7jb-p3xr","https://data.austintexas.gov/stories/s/uwxu-e5zh"
"ce9v-k3ec","https://data.austintexas.gov/stories/s/uwxu-e5zh"
"3k2k-22ek","https://data.austintexas.gov/stories/s/vdhi-bz8h"
"t3qu-p5d8","https://data.austintexas.gov/stories/s/4peq-swgv"
"pdqn-ngqt","https://data.austintexas.gov/stories/s/ckgw-c7tv"
"4v3s-hvym","https://data.austintexas.gov/stories/s/q9h4-8z9s/"
"qgwp-rfrp","https://data.austintexas.gov/stories/s/ux2t-6z3y"
"gupk-uhzj","https://data.austintexas.gov/stories/s/adg9-7aik"
"k35r-ie9i","https://data.austintexas.gov/stories/s/vrqf-nr4j"
"35cx-xhjd","https://data.austintexas.gov/stories/s/nqji-3wsu"
"ybki-av8u","https://data.austintexas.gov/stories/s/su8r-wr2c"
"u3g7-d5u6","https://data.austintexas.gov/stories/s/kx2d-jya7"
"944g-tss6","https://data.austintexas.gov/stories/s/c7z3-geii"
"ins4-wnjj","https://data.austintexas.gov/stories/s/vxci-zmm3"
"dby2-pw5t","https://data.austintexas.gov/stories/s/65cb-wtrs"
"yb2k-vcw4","https://data.austintexas.gov/stories/s/mfqt-fazz"
"3bg6-5gf9","https://data.austintexas.gov/stories/s/c4qm-y2i6"
